<<<<<<< HEAD
id,sample_code,interviewer,site,classroom,siblings_id,has_sibling,siblings_n,sex,ethnicity,age,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd10,csd11,csd12,csd13,csd14,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,unp_interview,unp_agg,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,vio_agg,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_school_wjms_fee,ses_school_wjms_hom,ses_school_wjms_frl,ses_school_wjms_rel,ses_interview_edu,ses_interview_occup,ses_school_freelunch,ses_interview,ses_school,ses_agg,eco_shifting_correct,eco_shifting_re_rt,eco_shifting_sw_rt,eco_shifting_sc,abs_shifting_correct,abs_shifting_re_rt,abs_shifting_sw_rt,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating
p0199,wjms,MJ,wjms,pe_p7_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,2,1,1,2,2,1,1,3,4,1,1,3,3,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,5,1,3,1,1,2,1,1.4285714285714286,1,1,1,-0.8026449367893047,5,5,5,4,2,3,2,4,0,0,0,0,3,52.1175479888916,0,1.2602329309209377,0.5,0.7562248697205315,28,1097.6875,1337.5625,552.1666666666666,30,947,1163.0625,379.0109890109891,3,3,0,2,0,0.5333333333333333,3,3,1,2,3,0.8
p0200,wjms,MJ,wjms,wi_p4_2018,sibling_000,0,525,2,6,13,0,0,1,0,0,0,0,1,1,2,1,1.25,1,2,1,2,1,2,1,2,1,1,2,2,1,1,6,5,1,3,2,1,2,1.6666666666666667,2,2,2,0.6117945697718495,0.1456870548022487,4,4,4,1,1,1,1,1.7142857142857142,4,1,2.5,-0.08857661809426869,4,5,5,5,5,4,1,4.666666666666667,0,0,0,0,1,29.6236047744751,0,-0.9003334693319515,0.5,0.25945752185869625,31,1216.25,1250.625,367.57142857142856,31,1282.875,1191.625,160.93269230769238,3,3,3,2,0,0.7333333333333333,3,3,2,1,2,0.7333333333333333
p0201,wjms,BM,wjms,ca_p6_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,2,1,1,1,1,1,2,1,2,1,1,1,6,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,4,2,3,1,2,3,1,2,1,1,1,-0.4208512782611476,5,5,5,5,2,1,2,3.8333333333333335,0,0,0,1,2.5,59.7222213745117,1,1.3458230975166596,-0.5,0.37269382413061014,30,1230.375,1370.3125,223.60439560439568,30,1091.5625,1283.8125,262.64102564102564,3,3,3,3,3,1,2,3,3,1,2,0.7333333333333333
p0202,wjms,MJ,wjms,ca_p7_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,4,1,3,3,2,3,2.3333333333333335,2,2,1,0.41116210358428784,0.4814491624301372,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,-0.8191512695763974,4,4,4,3,3,2,3,3.3333333333333335,0,1,0,0,1,37.99264430999755,1,-0.5044526956815302,-0.5,-0.5862717567004776,32,1460.625,2013.875,553.7333333333333,28,1375.3125,1558.4375,216.08391608391594,3,3,3,3,0,0.8,0,3,3,0,2,0.5333333333333333
p0203,wjms,MJ,wjms,ca_p6_2018,sibling_000,0,525,2,1,15,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,2,3,4,1,2,2,3,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,5,2,3,1,1,2,1,1.5714285714285714,1,1,1,-0.7071965221572654,4,4,4,4,2,2,2,3.3333333333333335,0,0,0,0,2.5,40.64735794067385,0,0.4435246125576623,0.5,0.1107549307500244,31,778.3125,1245.75,359.3380952380953,27,729.6875,871.625,177.33333333333337,2,2,1,2,2,0.6,1,2,2,1,3,0.6
p0204,wjms,BM,wjms,wi_p6_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,1,0,2,1,3,1,1.75,1,1,2,1,2,2,1,1,1,1,2,1,2,2,8,4,2,3,3,3,5,3,2,1,2,0.4266095015047733,0.9479547248805049,3,3,2,3,1,4,3,3,4,2,3,0.9448496100710706,2,5,5,5,2,3,4,3.6666666666666665,0,0,0,0,2,30.8320465087891,0,-0.294902963535162,0.5,-0.006475162343034173,24,1608.6875,2195.3125,270.9000000000001,25,1096.5,1063.8125,81.52222222222213,1,3,3,3,3,0.8666666666666667,3,3,3,2,2,0.8666666666666667
p0205,wjms,MJ,wjms,ca_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,5,4,1,2,1,1,5,2,1,4,1,0.4648833527797233,0.2853748792404965,4,1,3,1,1,2,2,1.7142857142857142,5,1,3,0.08581387838271715,4,5,5,4,2,2,3,3.6666666666666665,0,0,1,0,1,48.39792251586915,1,-0.012251700728151182,-0.5,-0.23136878417454207,24,1083.875,978.75,286.20833333333337,28,910.4375,1155.5625,246.6993006993007,3,3,3,2,2,0.8666666666666667,2,3,3,1,2,0.7333333333333333
p0206,wjms,BM,wjms,wi_p2_2018,sibling_000,0,525,1,6,13,0,0,0,0,NA,1,NA,3,1,1,1,1.5,2,1,2,2,1,2,1,1,1,2,2,1,1,2,11,5,3,1,1,1,1,1.3333333333333333,2,2,2,0.6117945697718495,-0.08289234748390573,5,2,3,1,1,2,3,1.8571428571428572,1,3,2,-0.16751869993921514,5,5,5,5,3,1,1,4,NA,NA,NA,NA,NA,28.540541648864753,NA,-1.2120761131003468,NA,-0.5384220180623502,18,870.125,860.6875,141,22,595.6875,682.375,-49.23333333333335,3,3,0,3,0,0.6,3,0,0,0,2,0.3333333333333333
p0207,wjms,MK,wjms,ca_p1_2018,sibling_000,0,525,2,1,15,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,4,2,2,3,3,1,2.1666666666666665,0,0,0,-0.7931382738148606,-0.36152663186249884,4,2,4,1,1,2,2,1.7142857142857142,1,1,1,-0.6117481075252262,5,4,4,5,3,2,3,3.8333333333333335,0,0,1,0,1,34.51874160766605,1,-0.6687787552667454,-0.5,-0.40021212908297227,32,1767.375,2271.75,140.73333333333335,32,1912.625,1882.5625,29.73333333333335,2,3,3,3,0,0.7333333333333333,1,3,3,2,3,0.8
p0208,wjms,BM,wjms,ca_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,1,0,2,1,3,1,1.75,1,1,1,2,1,1,2,1,1,1,2,2,1,2,5,5,1,2,1,2,1,1.3333333333333333,0,0,1,-0.5925058076272989,-0.8115784406334644,5,1,4,1,1,1,1,1.1428571428571428,2,1,1.5,-0.8191512695763974,5,5,5,5,3,3,2,4.333333333333333,0,0,0,0,2,32.0805549621582,0,-0.23584475376915975,0.5,0.3483208260507442,29,1378.0625,1570.4375,174.97435897435912,30,1085.0625,1131.25,290.4065934065935,1,3,3,3,1,0.7333333333333333,0,3,0,3,0,0.4
p0209,wjms,HH,wjms,ca_p1_2018,sibling_000,0,525,2,6,14,0,0,0,0,0,0,1,2,1,1,1,1.25,1,1,1,2,2,2,1,1,2,2,2,2,1,2,8,5,1,1,1,2,2,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,-0.9935417660533832,5,5,5,5,3,4,2,4.5,1,0,1,0,1.5,37.2259006500244,1,-0.2665881936182714,-0.5,0.0862272592926553,30,1720.25,2625.6875,745.4166666666665,30,1538.5,2041.9375,419.9890109890109,2,1,1,1,3,0.5333333333333333,1,2,1,0,1,0.3333333333333333
p0210,wjms,HH,wjms,ca_p6_2018,sibling_000,0,525,2,1,15,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,5,2,3,2,1,3,3,2.142857142857143,3,1,2,0.023378129324863287,4,3,4,4,2,1,3,3,0,0,0,0,3,66.4759063720703,0,1.9394265230835954,0.5,0.5185915383168832,31,1740.4375,2014.375,447.02380952380963,32,1674.75,2026.5625,351.8125,3,3,3,1,2,0.8,3,3,3,1,2,0.8
p0212,wjms,MJ,wjms,wi_p7_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,3,4,2,1,2,3,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,5,2,2,4,1,2,1,2.142857142857143,3,3,3,0.37215912227883496,2,3,3,4,1,1,4,2.3333333333333335,0,0,0,0,1.5,48.91816139221196,0,0.28649095109038153,0.5,-0.4476986270805236,30,1064.875,1220.875,317.44505494505506,30,1012.6875,1109.75,254.5282051282053,2,1,3,2,2,0.6666666666666666,3,3,3,3,3,1
p0213,wjms,AG,wjms,wi_p2_2018,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,4,2,4,3,2,5,2,3.3333333333333335,3,2,0,0.5271785247354431,1.2373854313803883,4,1,3,2,1,2,1,1.7142857142857142,1,1,1,-0.6117481075252262,3,4,4,4,2,2,3,3.1666666666666665,0,0,1,0,NA,52.84478187561035,1,1.0872513982851266,-0.5,-0.0586459059167721,28,1348.75,1868.5,550.8636363636363,29,1250.125,1328.9375,-7.757575757575751,2,2,3,1,1,0.6,0,2,2,1,2,0.4666666666666667
p0214,wjms,BM,wjms,ca_p3_2018,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,2,1,2,1,1,1,2,2,1,2,4,4,3,1,3,1,1,1.8333333333333333,2,2,1,0.41116210358428784,0.13858005900090556,5,1,3,1,1,1,1,1.2857142857142858,1,1,1,-0.8980933514213438,5,5,5,5,3,4,4,4.5,0,0,0,0,0.5,37.9636888504028,0,-0.7799561623727458,0.5,0.22260596425051427,20,548.0625,590.125,-119.15555555555557,27,1154.8125,756.875,-207.03787878787887,3,3,2,0,1,0.6,3,2,1,1,0,0.4666666666666667
p0215,wjms,MJ,wjms,ca_p7_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,4,4,4,3,4,2,5,3.3333333333333335,3,5,8,2.6877934590371657,2.5447088241348323,5,1,4,1,1,2,3,1.5714285714285714,1,1,1,-0.7071965221572654,5,5,5,5,4,4,1,4.666666666666667,0,0,1,0,3,47.65625,1,1.0492001007101264,-0.5,0.6740665674095201,31,1177.625,1449.6875,275,28,964.4375,1064.25,166.38461538461536,3,1,2,0,1,0.4666666666666667,1,3,3,2,1,0.6666666666666666
p0216,wjms,BM,wjms,pe_p1_2018,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,3,2,1,2,1,4,2.1666666666666665,3,3,3,1.3142609915652046,0.9135975532784695,3,2,5,2,1,2,2,1.8571428571428572,3,2,2.5,0.0068717965377706886,4,5,5,5,2,2,1,3.8333333333333335,0,0,0,0,3,57.7531661987305,0,1.5268146440840538,0.5,0.775464919386975,31,1551.5,2168,549.8571428571427,32,1357.875,1730.0625,206.73333333333335,3,3,3,2,1,0.8,3,3,3,2,1,0.8
p0217,wjms,BM,wjms,pe_p1_2018,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,2,1,1,2,1.5,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,3,2,3,4,2,5,3.1666666666666665,1,2,1,0.09451321624557076,0.8613029091093146,3,3,3,3,2,3,3,2.857142857142857,3,2,2.5,0.6750106989620456,4,4,4,4,2,1,3,3.1666666666666665,0,0,0,0,2.5,48.5769100189209,0,0.8186163059489495,0.5,0.1716250472138193,26,1035.1875,1393.1875,433.4636363636363,27,913.4375,844,55.34848484848476,3,3,3,2,3,0.9333333333333333,3,3,3,2,2,0.8666666666666667
p0218,wjms,MK,wjms,pe_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,4,3,2,2,4,1,4,2.6666666666666665,3,0,2,0.5580733205764141,0.7989201425641979,5,1,3,1,1,1,1,1.2857142857142858,6,1,3.5,-0.026140869036414716,4,4,4,4,1,1,4,3,1,0,1,0,2,30.8320465087891,1,-0.294902963535162,-0.5,-0.6719466860287047,31,994.9375,1779.5,721.8482142857142,29,1006.1875,1270.1875,372.53846153846155,3,3,2,3,2,0.8666666666666667,2,3,3,3,2,0.8666666666666667
p0220,wjms,AG,wjms,ca_p6_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,6,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,5,1,4,1,1,1,2,1.2857142857142858,3,1,2,-0.5493123584673723,5,4,4,4,3,3,2,3.8333333333333335,0,0,0,0,2,39.8626909255981,0,0.13227371344358116,0.5,0.24044655543438653,31,1612.8125,1866.1875,394.9333333333334,31,1503.4375,1737.375,388.05714285714294,3,3,3,1,3,0.8666666666666667,3,3,3,2,3,0.9333333333333333
p0221,wjms,MJ,wjms,ca_p6_2018,wjms_sibling_380,1,2,2,1,15,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,1,1,2,1,1,0,3,2,1,3,3,4,2.6666666666666665,2,3,3,0.9976121042264876,1.0648718976714928,4,2,2,1,1,2,3,2.142857142857143,3,1,2,0.023378129324863287,4,4,4,4,1,2,3,3.1666666666666665,0,0,0,0,1,50.80611419677735,0,0.10166301812219214,0.5,-0.10343548823230221,30,942.5625,1307.0625,434.0871794871796,31,1313.8125,1382.8125,91.11607142857133,2,3,3,3,2,0.8666666666666667,3,3,3,2,2,0.8666666666666667
p0222,wjms,MJ,wjms,wi_p7_2018,sibling_000,0,525,1,1,15,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,1,1,1,1,1,1,2,2,7,4,1,2,3,3,3,2.3333333333333335,2,2,3,0.8124270359594112,0.7242425563189776,5,1,3,1,1,1,1,1.2857142857142858,3,2,2.5,-0.37492186199038635,5,5,5,5,2,2,3,4,1,0,1,0,1,30.04420471191405,1,-0.8804378256414291,-0.5,-0.39838099909237695,27,1770.0625,2189.5625,781.5303030303032,30,1615,1336.4375,107.10439560439568,3,3,0,1,2,0.6,2,3,3,2,2,0.8
p0223,wjms,MK,wjms,pe_p3_2018,sibling_000,0,525,1,1,13,0,0,0,0,NA,0,NA,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,5,4,3,3,1,3,1,2.1666666666666665,0,0,0,-0.7931382738148606,-0.36152663186249884,4,2,4,1,1,2,2,1.7142857142857142,2,2,2,-0.26296711457125455,5,5,5,4,2,2,2,3.8333333333333335,NA,NA,NA,NA,2,49.2359867095947,NA,0.5756588319954388,NA,0.36582818904823106,31,883.8125,1347.0625,371.59047619047624,30,893.8125,1070.3125,131.7384615384616,3,3,3,2,2,0.8666666666666667,2,3,3,2,2,0.8
p0224,wjms,AG,wjms,pe_p3_2018,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,7,4,1,1,2,2,1,1.5,0,0,1,-0.5925058076272989,-0.6972887394903873,2,4,2,3,1,1,3,2.857142857142857,3,1,2,0.5006202024850597,4,5,5,3,2,2,3,3.5,0,0,0,1,3,34.9683532714844,1,0.4490243754597329,-0.5,-0.1374338601680083,32,841.875,1149.5625,235.7249999999999,28,1253.0625,1070.625,11.083333333333485,3,3,3,3,3,1,2,3,3,3,3,0.9333333333333333
p0225,wjms,MK,wjms,wi_p3_2018,sibling_000,0,525,2,2,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,2,1,3,3,1,2.1666666666666665,0,0,1,-0.5925058076272989,-0.24012993491807866,1,1,1,5,5,5,5,4.428571428571429,8,8,8,3.643238721161322,1,5,2,2,1,1,4,2,1,0,1,0,2,31.759905815124547,1,-0.25101242406862945,-0.5,-1.1533152799832056,29,931.5625,836.125,110.07692307692298,26,598.25,601.4375,-32.35454545454547,3,3,3,0,3,0.8,0,1,0,1,3,0.3333333333333333
p0226,wjms,AG,wjms,ca_p1_2018,sibling_000,0,525,2,1,15,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,3,3,1,3,4,1,3,2.5,1,3,0,0.07906581832508529,0.3947973466589468,3,2,4,1,1,3,2,2,3,1,2,-0.07207028530717594,4,5,5,5,2,2,4,3.8333333333333335,1,0,1,0,2.5,62.337663650512695,1,1.4695413936564397,-0.5,0.42015859116423676,30,929.75,1219.625,454.1025641025641,30,963.3125,1022.125,48.26666666666665,3,3,3,2,1,0.8,3,3,3,1,2,0.8
p0227,wjms,MK,wjms,ca_p6_2018,wjms_sibling_210,1,2,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,7,5,3,3,1,2,2,2,3,2,0,0.5271785247354431,0.3230678222357708,5,1,4,1,1,1,1,1.1428571428571428,4,1,2.5,-0.4703702766224257,5,5,5,5,3,3,1,4.333333333333333,0,1,0,0,2,NA,1,0.40548002440631625,-0.5,0.2610330020622778,32,1491.3125,2028.5625,537.25,31,1529.4375,1904.6875,126.41428571428582,2,3,3,2,3,0.8666666666666667,3,3,1,1,2,0.6666666666666666
p0228,wjms,HH,wjms,ca_p1_2018,wjms_sibling_360,1,2,2,1,15,0,0,1,0,0,0,0,2,2,3,2,2.25,1,1,2,2,1,2,1,1,1,2,2,1,1,2,10,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,5,3,3,1,1,3,4,2.2857142857142856,1,1,1,-0.22995444899706918,5,5,5,5,5,5,1,5,0,0,0,0,3,60.1185455322266,0,1.6387042099711024,0.5,1.3996334039692635,29,1288.8125,1545.25,305.7142857142858,30,1627.9375,1403.1875,-40.041025641025726,1,0,0,1,0,0.13333333333333333,2,0,3,3,2,0.6666666666666666
p0229,wjms,HH,wjms,ca_p7_2018,wjms_sibling_060,1,2,2,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,1,1,1,2,1,2,2,2,1,2,8,3,1,4,3,2,1,2.3333333333333335,0,0,5,0.21002405712294814,0.3597465540026795,1,1,4,1,1,3,1,2,1,1,1,-0.4208512782611476,5,5,4,5,2,1,5,3.6666666666666665,0,0,0,0,1,45.07298469543455,0,-0.16953127278731506,0.5,0.04162393277572778,29,1033.5625,1135.75,149.58333333333326,31,1014,1343.5625,322.4,3,3,3,2,1,0.8,2,1,2,2,1,0.5333333333333333
p0230,wjms,MJ,wjms,ca_p6_2018,sibling_000,0,525,1,1,14,0,0,0,0,NA,0,NA,1,1,2,1,1.25,1,1,2,2,1,1,1,1,1,1,2,1,1,1,7,5,2,1,1,1,1,1.1666666666666667,0,0,0,-0.7931382738148606,-1.0472648387209618,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,-0.9935417660533832,5,5,5,5,4,4,1,4.666666666666667,NA,NA,NA,NA,3,55.30821990966795,NA,1.411161321580376,NA,1.4694005498775733,30,825.4375,864.8125,67,29,909.5625,981.75,60.83333333333337,2,3,3,2,1,0.7333333333333333,2,3,3,2,3,0.8666666666666667
p0231,wjms,HH,wjms,ca_p1_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,8,3,1,3,1,2,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,3,3,2,3,2,4,3,3.142857142857143,3,1,2,0.6915170317491381,5,5,5,5,3,3,1,4.333333333333333,0,0,0,0,2,43.0008735656738,0,0.28071920305279396,0.5,0.5465016015184301,32,1453.375,1785.25,488.58333333333326,31,1110.75,1363.1875,163.6875,1,3,1,2,3,0.6666666666666666,1,3,3,2,2,0.7333333333333333
p0232,wjms,HH,wjms,ca_p7_2018,sibling_000,0,525,2,1,15,0,0,0,0,0,0,0,3,3,5,2,3.25,1,1,1,2,1,1,1,2,1,2,2,2,1,1,7,4,3,4,2,3,5,3.1666666666666665,2,4,2,0.9821647063060022,1.3983942432226653,3,4,2,3,3,3,2,3.142857142857143,1,1,1,0.3427360387951665,3,5,5,3,1,3,4,3.3333333333333335,0,0,0,0,0,32.738283157348604,0,-1.301267374376448,0.5,-0.5586379380977519,30,1334.4375,1622.125,361.07142857142867,32,1014.1875,1147.375,224.17499999999995,1,3,3,1,1,0.6,3,3,2,1,0,0.6
p0233,wjms,MK,wjms,wi_p3_2018,wjms_sibling_290,1,2,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,4,4,1,4,1,1,1,1.6666666666666667,3,2,2,0.9284434571105666,0.337281813838457,4,2,3,3,1,3,2,2.2857142857142856,4,3,3.5,0.64199803338786,5,5,5,5,1,1,1,3.6666666666666665,0,0,0,0,1,25.942338943481452,0,-1.074468429383332,0.5,-0.30555698272421994,31,1195.9375,1850.625,567.0238095238096,32,988.125,1168.75,180.625,2,3,3,3,3,0.9333333333333333,3,3,3,3,0,0.8
p0234,wjms,BM,wjms,wi_p4_2018,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,4,3,4,3,3,2,1,2.6666666666666665,3,2,3,1.1290759232981284,1.14441671764134,4,2,2,2,2,2,3,2.4285714285714284,4,1,2.5,0.3886654550659276,3,4,4,4,2,2,3,3.1666666666666665,1,0,1,0,1.5,38.8821830749512,1,-0.18824104697372102,-0.5,-0.5479910848946763,32,1334.375,1973.75,503.625,32,1053.4375,1286,363.4666666666667,3,3,3,2,1,0.8,3,3,1,1,3,0.7333333333333333
p0235,wjms,BM,wjms,pe_p3_2018,sibling_000,0,525,2,6,13,0,0,0,0,0,1,0,3,1,1,1,1.5,1,2,2,1,1,1,2,1,2,1,2,2,1,1,4,3,3,4,4,4,2,3.3333333333333335,0,0,1,-0.5925058076272989,0.5598979730834617,3,4,2,4,3,4,3,3.5714285714285716,5,3,4,1.6754242615531996,2,4,4,2,1,2,2,2.5,0,0,1,0,1,21.078814506530748,1,-1.3045277819046701,-0.5,-1.3083948711162152,31,925.9375,1138.6875,334.6,29,1125.6875,1232.75,53.30769230769238,3,3,3,2,2,0.8666666666666667,1,3,1,1,1,0.4666666666666667
p0236,wjms,AG,wjms,ca_p6_2018,sibling_000,0,525,2,1,15,0,0,0,0,0,0,0,2,1,3,1,1.75,1,1,2,1,2,1,2,2,2,1,2,2,1,2,6,5,1,2,1,2,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,5,1,3,1,1,2,1,1.4285714285714286,1,1,1,-0.8026449367893047,5,5,5,5,2,1,3,3.8333333333333335,0,0,0,0,3,33.50759029388425,0,0.3799258874865677,0.5,0.3354587978681225,29,852.1875,1586.1875,564.890909090909,29,1070.5625,1254.4375,315.3076923076924,3,3,3,2,3,0.9333333333333333,3,3,3,2,1,0.8
p0237,wjms,AG,wjms,ca_p7_2018,sibling_000,0,525,1,1,15,0,0,0,0,0,0,0,3,1,2,1,1.75,1,1,2,1,1,2,1,1,1,1,2,1,1,1,7,2,3,3,4,3,5,3.6666666666666665,3,2,1,0.7278109909230049,1.5873615306109625,4,2,3,2,1,2,1,1.8571428571428572,3,1,2,-0.16751869993921514,3,3,3,2,1,1,2,2.1666666666666665,0,0,0,0,1,38.187501907348604,0,-0.4952353445071721,0.5,-0.8306440016224187,30,874.4375,1347.75,498.4769230769231,25,1005.4375,1132.125,36.52499999999998,3,3,3,1,1,0.7333333333333333,2,3,3,3,1,0.8
p0238,wjms,AG,wjms,mo_p6_2018,sibling_000,0,525,2,4,15,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,2,1,1,2,1,2,1,2,1,1,2,7,3,4,5,5,3,4,4,3,1,0,0.3419934564683669,1.582494296886336,3,2,3,1,1,2,1,1.8571428571428572,1,1,1,-0.5162996928931869,4,4,4,4,3,3,2,3.6666666666666665,0,0,1,0,2,45.3958320617676,1,0.39400795240927255,-0.5,-0.07550647121847488,30,1490.4375,2227.75,1.7636363636363512,29,1501.75,1279.4375,-36.75324675324691,3,2,1,1,3,0.6666666666666666,1,2,2,2,2,0.6
p0239,wjms,MJ,wjms,pe_p7_2018,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,1,1,2,1,1.25,1,1,1,1,1,1,1,1,1,2,2,1,1,1,6,4,1,1,3,3,1,1.8333333333333333,0,0,0,-0.7931382738148606,-0.590106034148653,5,1,4,1,1,2,1,1.2857142857142858,1,1,1,-0.8980933514213438,5,5,5,5,3,2,1,4.166666666666667,0,0,0,0,1.5,34.85779666900635,0,-0.37860664353846823,0.5,0.21051539937195043,29,886,1334.9375,322.1547619047618,31,824.375,1248.8125,280.625,3,3,3,3,2,0.9333333333333333,3,3,3,3,3,1
p0240,wjms,MJ,wjms,mo_p6_2018,sibling_000,0,525,1,1,15,0,0,0,0,0,0,0,3,1,1,1,1.5,1,1,2,1,2,2,2,1,1,2,2,2,1,2,6,5,1,2,1,1,1,1.1666666666666667,1,3,2,0.48033075070020875,-0.2767268685968301,5,1,4,1,1,1,1,1.1428571428571428,3,4,3.5,-0.12158928366845406,5,5,5,5,3,3,1,4.333333333333333,1,0,1,0,2,46.185401916503906,1,0.43135698435222497,-0.5,0.27096074851283797,29,877.125,1368.8125,493.1538461538462,27,1010.0625,1065,261.6833333333334,3,3,3,3,3,1,2,3,3,1,3,0.8
p0242,wjms,BM,wjms,ca_p4_2018,wjms_sibling_200,1,2,1,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,2,1,1,1,1,1,2,1,1,1,4,5,2,3,2,1,1,1.6666666666666667,1,2,4,0.696410614808256,0.19688568965488085,5,1,4,1,1,2,3,1.5714285714285714,5,5,5,0.6879274496586213,4,4,4,4,1,1,4,3,1,0,1,0,1.5,63.92805862426761,1,0.9965042929342207,-0.5,-0.17649575850703844,29,1115.75,1462.0625,348.81410256410265,27,939.25,1470,448.1363636363636,3,3,2,2,2,0.8,1,3,1,2,2,0.6
